[2025-03-04 11:38:15.087] [info]  No state version found, assuming empty state.
[2025-03-04 11:38:15.205] [info]  Coredumps are disabled in renderer process
[2025-03-04 11:38:16.259] [info]  State version: 69
[2025-03-04 11:38:16.536] [info]  Retrieving application id
[2025-03-04 11:38:16.542] [info]  SSH agent started
[2025-03-04 11:41:29.106] [info]  Retrieving application id
[2025-03-04 11:41:31.738] [info]  Retrieving application id
[2025-03-04 11:41:43.467] [info]  Active account changed, clearing SSH keys
[2025-03-04 11:41:43.616] [info]  Error: no result
[2025-03-04 11:41:43.626] [info]  Error: DBus error service error org.freedesktop.Secret.Error.IsLocked: no description
[2025-03-04 11:41:43.638] [info]  Error: no result
[2025-03-04 11:41:43.640] [error] SetAccessToken: storing encrypted access token in secure storage failed. Falling back to disk storage. Error: New Access token key unable to be retrieved from secure storage.
[2025-03-04 11:41:43.650] [info]  Error: DBus error service error org.freedesktop.Secret.Error.IsLocked: no description
[2025-03-04 11:41:43.664] [info]  Error: no result
[2025-03-04 11:41:43.665] [error] SetRefreshToken: storing refresh token in secure storage failed. Falling back to disk storage. Error: Refresh token failed to save to secure storage.
[2025-03-04 11:41:43.691] [info]  Error: no result
[2025-03-04 11:41:43.734] [info]  Error: no result
[2025-03-04 11:41:43.748] [info]  Error: no result
[2025-03-04 11:41:43.771] [info]  Error: no result
[2025-03-04 11:41:43.784] [info]  Error: no result
[2025-03-04 11:41:43.797] [info]  Error: no result
[2025-03-04 11:41:43.819] [info]  Error: no result
[2025-03-04 11:41:43.826] [info]  Error: no result
[2025-03-04 11:41:43.837] [info]  Error: no result
[2025-03-04 11:41:44.062] [info]  Error: no result
[2025-03-04 11:41:44.100] [info]  Finished search indexing
[2025-03-04 11:41:44.111] [info]  Error: DBus error service error org.freedesktop.Secret.Error.IsLocked: no description
[2025-03-04 11:41:44.154] [info]  Error: no result
[2025-03-04 11:41:44.157] [error] SetAccessToken: storing encrypted access token in secure storage failed. Falling back to disk storage. Error: New Access token key unable to be retrieved from secure storage.
[2025-03-04 11:41:44.191] [info]  Error: DBus error service error org.freedesktop.Secret.Error.IsLocked: no description
[2025-03-04 11:41:44.229] [info]  Error: no result
[2025-03-04 11:41:44.232] [error] SetRefreshToken: storing refresh token in secure storage failed. Falling back to disk storage. Error: Refresh token failed to save to secure storage.
[2025-03-04 11:41:44.277] [info]  Error: no result
[2025-03-04 11:41:44.320] [info]  Error: no result
[2025-03-04 11:41:45.030] [info]  Error: no result
[2025-03-04 11:41:45.289] [info]  Starting decryption using multithreading with 4 workers for 493 items
[2025-03-04 11:41:45.540] [info]  Finished decrypting 493 items using 4 workers
[2025-03-04 11:41:45.645] [info]  Finished search indexing
[2025-03-10 10:25:03.442] [info]  State version: 69
[2025-03-10 10:25:03.448] [info]  Migrator MinVersionMigrator (to version 3) should migrate: false - up
[2025-03-10 10:25:03.449] [info]  Migrator RemoveEverBeenUnlockedMigrator (to version 4) should migrate: false - up
[2025-03-10 10:25:03.449] [info]  Migrator AddKeyTypeToOrgKeysMigrator (to version 5) should migrate: false - up
[2025-03-10 10:25:03.450] [info]  Migrator RemoveLegacyEtmKeyMigrator (to version 6) should migrate: false - up
[2025-03-10 10:25:03.450] [info]  Migrator MoveBiometricAutoPromptToAccount (to version 7) should migrate: false - up
[2025-03-10 10:25:03.450] [info]  Migrator MoveStateVersionMigrator (to version 8) should migrate: false - up
[2025-03-10 10:25:03.451] [info]  Migrator MoveBrowserSettingsToGlobal (to version 9) should migrate: false - up
[2025-03-10 10:25:03.451] [info]  Migrator EverHadUserKeyMigrator (to version 10) should migrate: false - up
[2025-03-10 10:25:03.452] [info]  Migrator OrganizationKeyMigrator (to version 11) should migrate: false - up
[2025-03-10 10:25:03.452] [info]  Migrator MoveEnvironmentStateToProviders (to version 12) should migrate: false - up
[2025-03-10 10:25:03.453] [info]  Migrator ProviderKeyMigrator (to version 13) should migrate: false - up
[2025-03-10 10:25:03.453] [info]  Migrator MoveBiometricClientKeyHalfToStateProviders (to version 14) should migrate: false - up
[2025-03-10 10:25:03.453] [info]  Migrator FolderMigrator (to version 15) should migrate: false - up
[2025-03-10 10:25:03.453] [info]  Migrator LastSyncMigrator (to version 16) should migrate: false - up
[2025-03-10 10:25:03.453] [info]  Migrator EnablePasskeysMigrator (to version 17) should migrate: false - up
[2025-03-10 10:25:03.454] [info]  Migrator AutofillSettingsKeyMigrator (to version 18) should migrate: false - up
[2025-03-10 10:25:03.454] [info]  Migrator RequirePasswordOnStartMigrator (to version 19) should migrate: false - up
[2025-03-10 10:25:03.454] [info]  Migrator PrivateKeyMigrator (to version 20) should migrate: false - up
[2025-03-10 10:25:03.454] [info]  Migrator CollectionMigrator (to version 21) should migrate: false - up
[2025-03-10 10:25:03.454] [info]  Migrator CollapsedGroupingsMigrator (to version 22) should migrate: false - up
[2025-03-10 10:25:03.454] [info]  Migrator MoveBiometricPromptsToStateProviders (to version 23) should migrate: false - up
[2025-03-10 10:25:03.454] [info]  Migrator SmOnboardingTasksMigrator (to version 24) should migrate: false - up
[2025-03-10 10:25:03.455] [info]  Migrator ClearClipboardDelayMigrator (to version 25) should migrate: false - up
[2025-03-10 10:25:03.455] [info]  Migrator RevertLastSyncMigrator (to version 26) should migrate: false - up
[2025-03-10 10:25:03.455] [info]  Migrator BadgeSettingsMigrator (to version 27) should migrate: false - up
[2025-03-10 10:25:03.455] [info]  Migrator MoveBiometricUnlockToStateProviders (to version 28) should migrate: false - up
[2025-03-10 10:25:03.455] [info]  Migrator UserNotificationSettingsKeyMigrator (to version 29) should migrate: false - up
[2025-03-10 10:25:03.455] [info]  Migrator PolicyMigrator (to version 30) should migrate: false - up
[2025-03-10 10:25:03.455] [info]  Migrator EnableContextMenuMigrator (to version 31) should migrate: false - up
[2025-03-10 10:25:03.455] [info]  Migrator PreferredLanguageMigrator (to version 32) should migrate: false - up
[2025-03-10 10:25:03.455] [info]  Migrator AppIdMigrator (to version 33) should migrate: false - up
[2025-03-10 10:25:03.456] [info]  Migrator DomainSettingsMigrator (to version 34) should migrate: false - up
[2025-03-10 10:25:03.456] [info]  Migrator MoveThemeToStateProviderMigrator (to version 35) should migrate: false - up
[2025-03-10 10:25:03.456] [info]  Migrator VaultSettingsKeyMigrator (to version 36) should migrate: false - up
[2025-03-10 10:25:03.456] [info]  Migrator AvatarColorMigrator (to version 37) should migrate: false - up
[2025-03-10 10:25:03.456] [info]  Migrator TokenServiceStateProviderMigrator (to version 38) should migrate: false - up
[2025-03-10 10:25:03.456] [info]  Migrator MoveBillingAccountProfileMigrator (to version 39) should migrate: false - up
[2025-03-10 10:25:03.457] [info]  Migrator OrganizationMigrator (to version 40) should migrate: false - up
[2025-03-10 10:25:03.457] [info]  Migrator EventCollectionMigrator (to version 41) should migrate: false - up
[2025-03-10 10:25:03.457] [info]  Migrator EnableFaviconMigrator (to version 42) should migrate: false - up
[2025-03-10 10:25:03.457] [info]  Migrator AutoConfirmFingerPrintsMigrator (to version 43) should migrate: false - up
[2025-03-10 10:25:03.457] [info]  Migrator UserDecryptionOptionsMigrator (to version 44) should migrate: false - up
[2025-03-10 10:25:03.457] [info]  Migrator MergeEnvironmentState (to version 45) should migrate: false - up
[2025-03-10 10:25:03.457] [info]  Migrator DeleteBiometricPromptCancelledData (to version 46) should migrate: false - up
[2025-03-10 10:25:03.458] [info]  Migrator MoveDesktopSettingsMigrator (to version 47) should migrate: false - up
[2025-03-10 10:25:03.458] [info]  Migrator MoveDdgToStateProviderMigrator (to version 48) should migrate: false - up
[2025-03-10 10:25:03.458] [info]  Migrator AccountServerConfigMigrator (to version 49) should migrate: false - up
[2025-03-10 10:25:03.458] [info]  Migrator KeyConnectorMigrator (to version 50) should migrate: false - up
[2025-03-10 10:25:03.458] [info]  Migrator RememberedEmailMigrator (to version 51) should migrate: false - up
[2025-03-10 10:25:03.458] [info]  Migrator DeleteInstalledVersion (to version 52) should migrate: false - up
[2025-03-10 10:25:03.458] [info]  Migrator DeviceTrustServiceStateProviderMigrator (to version 53) should migrate: false - up
[2025-03-10 10:25:03.459] [info]  Migrator SendMigrator (to version 54) should migrate: false - up
[2025-03-10 10:25:03.459] [info]  Migrator MoveMasterKeyStateToProviderMigrator (to version 55) should migrate: false - up
[2025-03-10 10:25:03.459] [info]  Migrator AuthRequestMigrator (to version 56) should migrate: false - up
[2025-03-10 10:25:03.459] [info]  Migrator CipherServiceMigrator (to version 57) should migrate: false - up
[2025-03-10 10:25:03.459] [info]  Migrator RemoveRefreshTokenMigratedFlagMigrator (to version 58) should migrate: false - up
[2025-03-10 10:25:03.459] [info]  Migrator KdfConfigMigrator (to version 59) should migrate: false - up
[2025-03-10 10:25:03.460] [info]  Migrator KnownAccountsMigrator (to version 60) should migrate: false - up
[2025-03-10 10:25:03.460] [info]  Migrator PinStateMigrator (to version 61) should migrate: false - up
[2025-03-10 10:25:03.461] [info]  Migrator VaultTimeoutSettingsServiceStateProviderMigrator (to version 62) should migrate: false - up
[2025-03-10 10:25:03.461] [info]  Migrator PasswordOptionsMigrator (to version 63) should migrate: false - up
[2025-03-10 10:25:03.461] [info]  Migrator GeneratorHistoryMigrator (to version 64) should migrate: false - up
[2025-03-10 10:25:03.461] [info]  Migrator ForwarderOptionsMigrator (to version 65) should migrate: false - up
[2025-03-10 10:25:03.461] [info]  Migrator MoveFinalDesktopSettingsMigrator (to version 66) should migrate: false - up
[2025-03-10 10:25:03.462] [info]  Migrator RemoveUnassignedItemsBannerDismissed (to version 67) should migrate: false - up
[2025-03-10 10:25:03.462] [info]  Migrator MoveLastSyncDate (to version 68) should migrate: false - up
[2025-03-10 10:25:03.462] [info]  Migrator MigrateIncorrectFolderKey (to version 69) should migrate: false - up
[2025-03-10 10:25:03.754] [info]  Coredumps are disabled in renderer process
[2025-03-10 10:25:05.593] [info]  State version: 69
[2025-03-10 10:25:05.809] [info]  Error: no result
[2025-03-10 10:25:05.881] [info]  Error: no result
[2025-03-10 10:25:06.160] [info]  SSH agent started
[2025-03-10 10:25:06.311] [info]  Error: no result
[2025-03-10 10:25:06.331] [info]  Error: DBus error service error org.freedesktop.Secret.Error.IsLocked: no description
[2025-03-10 10:25:06.355] [info]  Error: no result
[2025-03-10 10:25:06.358] [error] SetAccessToken: storing encrypted access token in secure storage failed. Falling back to disk storage. Error: New Access token key unable to be retrieved from secure storage.
[2025-03-10 10:25:06.420] [info]  Error: DBus error service error org.freedesktop.Secret.Error.IsLocked: no description
[2025-03-10 10:25:06.438] [info]  Error: no result
[2025-03-10 10:25:06.441] [error] SetRefreshToken: storing refresh token in secure storage failed. Falling back to disk storage. Error: Refresh token failed to save to secure storage.
[2025-03-10 10:25:06.497] [info]  Error: no result
[2025-03-10 10:25:06.515] [info]  Error: no result
[2025-03-10 10:25:07.365] [info]  Error: no result
[2025-03-10 10:25:09.140] [info]  Error: no result
[2025-03-10 10:25:09.168] [info]  Error: no result
[2025-03-10 10:25:09.191] [info]  Error: no result
[2025-03-10 10:25:09.254] [info]  Error: no result
[2025-03-10 10:25:09.268] [info]  Error: service error org.freedesktop.zbus.Error: Client public key size is invalid
[2025-03-10 10:25:09.283] [info]  Error: no result
[2025-03-10 10:25:09.290] [info]  Error: no result
[2025-03-10 10:25:09.912] [info]  Self-host environment did not respond in time, emitting previous config.
[2025-03-10 10:25:12.440] [info]  Error: no result
[2025-03-10 10:25:12.518] [info]  Starting decryption using multithreading with 4 workers for 493 items
[2025-03-10 10:25:12.518] [info]  Error: no result
[2025-03-10 10:25:13.138] [info]  Finished decrypting 493 items using 4 workers
[2025-03-10 10:25:13.345] [info]  Finished search indexing
[2025-03-18 16:40:07.955] [info]  State version: 69
[2025-03-18 16:40:07.960] [info]  Migrator MinVersionMigrator (to version 3) should migrate: false - up
